id,category,description,humidity (%),energy (kcal),energy (kJ),protein (g),lipids (g),cholesterol (mg),carbohydrate (g),fiber (g),Cinzas (g),Calcium (mg),Magnesium (mg),Magnesium  (mg),Phosphor (mg),Iron (mg),Sodium (mg),Potassium (mg),Copper (mg),Zinc (mg),Retinol (mcg),RE (mcg),RAE (mcg),Thiamine (mg),Riboflavin (mg),Pyridoxine (mg),Niacin (mg),vitamina-c (mg)
221,Frutas e derivados,"Maçã, Argentina, com casca, crua",82.65,62.53,261.63,0.23,0.25,NA,16.59,2.03,0.29,3.39,4.86,0.01,11.40,0.05,1.32,117.48,0.03,Tr,NA,,,0.05,Tr,Tr,Tr,1.49
222,Frutas e derivados,"Maçã, Fuji, com casca, crua",84.34,55.52,232.28,0.29,Tr,NA,15.15,1.35,0.22,1.92,2.04,0.03,9.08,0.09,Tr,74.71,0.06,Tr,NA,3.50,1.75,Tr,Tr,0.03,Tr,2.41
223,Frutas e derivados,"Macaúba, crua",41.53,404.28,1691.52,2.08,40.66,NA,13.95,13.44,1.79,66.53,66.05,0.08,43.87,0.81,0.65,305.81,0.35,0.66,NA,1020.00,510.00,0.11,0.11,0.03,Tr,13.44
224,Frutas e derivados," Mamão, doce em calda, drenado",45.53,195.63,818.51,0.19,0.07,NA,54.00,1.31,0.21,20.01,5.81,0.02,4.48,0.11,2.91,68.24,0.02,0.07,NA,,,0.03,Tr,Tr,Tr,3.90
225,Frutas e derivados,"Mamão, Formosa, cru",86.93,45.34,189.71,0.82,0.12,NA,11.55,1.81,0.58,24.87,17.32,0.04,10.86,0.23,3.26,221.80,1.36,0.07,NA,148.00,74.00,0.03,0.03,Tr,Tr,78.53
226,Frutas e derivados,"Mamão, Papaia, cru",88.58,40.16,168.02,0.46,0.12,NA,10.44,1.04,0.40,22.42,22.18,0.01,10.67,0.19,1.63,126.15,0.02,0.07,NA,118.00,59.00,0.03,0.04,Tr,1.03,82.21
227,Frutas e derivados," Mamão verde, doce em calda, drenado",41.88,209.38,876.03,0.32,0.10,NA,57.64,1.23,0.07,12.44,4.54,0.04,3.23,0.15,4.74,8.67,0.02,0.02,NA,,,Tr,Tr,Tr,Tr,Tr
228,Frutas e derivados,"Manga, Haden, crua",82.29,63.50,265.69,0.41,0.26,NA,16.66,1.58,0.39,11.66,7.82,0.17,9.30,0.10,0.55,147.88,0.10,0.07,NA,162.00,81.00,0.02,0.06,0.05,Tr,17.41
229,Frutas e derivados,"Manga, Palmer, crua",79.74,72.49,303.28,0.41,0.17,NA,19.35,1.63,0.33,11.64,8.73,0.05,14.01,0.09,1.86,156.53,0.09,0.09,NA,786.92,393.46,0.09,0.03,Tr,Tr,65.52
230,Frutas e derivados,"Manga, polpa, congelada",86.50,48.31,202.11,0.38,0.23,NA,12.52,1.07,0.37,7.12,9.49,0.12,9.11,0.09,6.73,131.37,0.06,0.07,NA,,,Tr,0.07,0.03,Tr,24.90
231,Frutas e derivados,"Manga, Tommy Atkins, crua",85.81,50.69,212.10,0.86,0.22,NA,12.77,2.07,0.34,7.64,7.40,0.34,13.78,0.08,Tr,138.37,0.06,0.08,NA,118.00,59.00,Tr,0.04,0.03,Tr,7.94
232,Frutas e derivados,"Maracujá, cru",82.85,68.44,286.35,1.99,2.10,NA,12.26,1.14,0.79,5.39,27.97,0.12,50.69,0.56,1.58,338.42,0.19,0.39,NA,114.00,57.00,Tr,0.05,0.05,Tr,19.84
233,Frutas e derivados,"Maracujá, polpa, congelada",88.90,38.76,162.17,0.81,0.18,NA,9.60,0.51,0.52,4.61,9.70,0.07,15.26,0.29,8.10,227.91,0.05,0.19,NA,,,Tr,0.09,0.06,Tr,7.26
234,Frutas e derivados,"Maracujá, suco concentrado, envasado",88.94,41.97,175.59,0.77,0.19,NA,9.64,0.35,0.46,4.16,4.16,0.07,13.90,0.35,21.69,200.70,0.05,0.14,NA,,,Tr,0.08,0.05,1.92,13.68
235,Frutas e derivados,"Melancia, crua",90.67,32.61,136.43,0.88,Tr,NA,8.14,0.12,0.27,7.72,9.63,0.14,12.18,0.23,Tr,104.03,0.04,0.10,NA,61.00,30.50,Tr,Tr,Tr,Tr,6.15
236,Frutas e derivados,"Melão, cru",91.28,29.37,122.88,0.68,Tr,NA,7.53,0.25,0.52,2.86,5.95,0.05,10.14,0.23,11.17,216.00,0.04,0.09,NA,2.00,1.00,Tr,Tr,0.02,Tr,8.68
237,Frutas e derivados,"Mexerica, Murcote, crua",83.65,57.59,240.97,0.88,0.13,NA,14.86,3.07,0.47,33.07,12.30,0.05,19.50,0.07,1.17,158.54,0.06,0.10,NA,,,0.08,0.07,0.05,Tr,21.80
238,Frutas e derivados,"Mexerica, Rio, crua",89.57,36.87,154.27,0.65,0.13,NA,9.34,2.73,0.32,17.18,8.21,0.05,13.70,0.09,1.82,124.99,0.07,0.15,NA,,,0.03,Tr,Tr,Tr,111.97
239,Frutas e derivados,"Morango, cru",91.53,30.15,126.14,0.89,0.31,NA,6.82,1.72,0.45,10.90,9.67,0.33,22.43,0.32,Tr,184.40,0.06,0.18,NA,,,Tr,0.03,0.03,Tr,63.60
240,Frutas e derivados,"Nêspera, crua",87.76,42.54,177.98,0.31,Tr,NA,11.53,2.96,0.40,19.69,9.72,0.07,10.08,0.15,Tr,112.85,0.12,0.12,NA,170.00,85.00,Tr,Tr,Tr,Tr,3.16
241,Frutas e derivados,"Pequi, cru",65.89,204.97,857.58,2.34,17.97,NA,12.97,19.04,0.83,32.44,29.77,0.64,33.75,0.27,Tr,297.79,0.21,0.96,NA,60.00,30.00,0.17,0.48,0.06,2.57,8.28
242,Frutas e derivados,"Pêra, Park, crua",83.19,60.59,253.50,0.24,0.23,NA,16.07,2.98,0.27,8.71,6.12,0.04,11.71,0.32,0.98,102.22,0.08,0.07,NA,,,0.06,Tr,Tr,Tr,2.36
243,Frutas e derivados,"Pêra, Williams, crua",85.03,53.31,223.05,0.57,0.11,NA,14.02,3.01,0.27,8.28,5.78,0.04,11.77,0.09,Tr,115.87,0.07,0.08,NA, , ,Tr,Tr,Tr,Tr,2.83
244,Frutas e derivados,"Pêssego, Aurora, cru",89.32,36.33,151.99,0.83,Tr,NA,9.32,1.42,0.53,3.23,4.44,0.05,15.44,0.22,Tr,123.79,0.02,0.06,NA,,,0.05,Tr,Tr,Tr,3.25
245,Frutas e derivados,"Pêssego, enlatado, em calda",82.19,63.14,264.19,0.71,Tr,NA,16.88,1.02,0.23,4.10,4.04,0.03,8.81,0.60,3.20,94.72,0.04,0.09,NA,47.54,23.77,Tr,Tr,Tr,Tr,Tr
246,Frutas e derivados,"Pinha, crua",75.05,88.47,370.17,1.49,0.32,NA,22.45,3.36,0.70,20.88,30.54,0.15,34.40,0.21,1.34,283.05,0.11,0.24,NA,,,0.12,0.04,0.09,Tr,35.90
247,Frutas e derivados,"Pitanga, crua",88.29,41.42,173.28,0.93,0.17,NA,10.24,3.24,0.36,17.88,12.23,0.36,13.14,0.40,1.70,113.44,0.08,0.35,NA,154.00,77.00,0.03,0.10,Tr,Tr,24.87
248,Frutas e derivados,"Pitanga, polpa, congelada",94.57,19.11,79.94,0.29,0.12,NA,4.76,0.74,0.26,7.80,6.20,0.05,12.22,0.37,5.03,87.31,0.06,0.09,NA,145.54,72.77,Tr,Tr,Tr,Tr,Tr
249,Frutas e derivados,"Romã, crua",83.99,55.74,233.21,0.40,Tr,NA,15.11,0.44,0.50,4.75,12.70,0.13,40.27,0.26,0.59,484.57,0.19,0.67,NA,,,0.12,0.17,0.05,Tr,8.12
250,Frutas e derivados,"Tamarindo, cru",21.95,275.70,1153.51,3.21,0.46,NA,72.53,6.45,1.86,37.10,59.11,0.34,54.59,0.55,0.36,722.99,0.29,0.67,NA,,,0.31,Tr,0.10,Tr,7.25
251,Frutas e derivados,"Tangerina, Poncã, crua",89.22,37.83,158.22,0.85,0.07,NA,9.61,0.94,0.31,12.89,7.73,0.04,12.45,0.11,Tr,131.44,0.03,Tr,NA,47.38,23.69,0.06,0.02,0.02,Tr,48.82
252,Frutas e derivados,"Tangerina, Poncã, suco",90.44,36.11,150.98,0.52,Tr,NA,8.80,Tr,0.28,4.28,6.46,0.02,9.02,Tr,Tr,119.00,0.02,Tr,NA,51.17,25.58,0.06,Tr,0.03,Tr,41.75
253,Frutas e derivados,"Tucumã, cru",51.26,262.02,1096.27,2.09,19.08,NA,26.47,12.65,1.09,46.34,121.01,0.55,52.55,0.57,3.89,401.17,0.39,0.87,NA,2362.64,1181.32,0.04,Tr,0.11,Tr,17.99
254,Frutas e derivados,"Umbu, cru",89.25,37.02,154.88,0.84,Tr,NA,9.40,1.98,0.47,11.56,11.35,0.03,13.38,0.09,Tr,151.83,0.04,0.42,NA,,,0.05,0.06,0.03,Tr,24.06
255,Frutas e derivados,"Umbu, polpa, congelada",90.19,33.94,142.02,0.51,0.07,NA,8.79,1.34,0.45,10.71,8.12,0.05,12.68,0.21,5.77,153.88,0.04,0.07,NA,,,Tr,0.06,Tr,Tr,3.95
256,Frutas e derivados,"Uva, Itália, crua",84.97,52.87,221.16,0.75,0.20,NA,13.57,0.92,0.57,6.66,4.98,0.13,12.12,0.14,Tr,161.94,0.11,Tr,NA,5.33,2.67,Tr,Tr,0.03,Tr,3.29
257,Frutas e derivados,"Uva, Rubi, crua",86.08,49.06,205.27,0.61,0.16,NA,12.70,0.93,0.46,7.62,5.83,0.07,22.79,0.17,7.92,158.89,0.05,Tr,NA,,,0.02,0.02,Tr,Tr,1.86
258,Frutas e derivados,"Uva, suco concentrado, envasado",85.13,57.66,241.23,Tr,Tr,NA,14.71,0.23,0.16,9.32,7.06,0.20,10.02,0.12,9.58,53.73,0.13,0.05,NA,,,0.07,0.02,0.05,Tr,20.97
259,Gorduras e óleos,"Azeite, de dendê",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
260,Gorduras e óleos,"Azeite, de oliva, extra virgem",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
261,Gorduras e óleos,"Manteiga, com sal",15.79,725.97,3037.45,0.41,82.36,200.55,0.06,NA,1.37,9.42,1.47,Tr,27.70,0.15,578.69,14.78,Tr,Tr,923.55,,,Tr,Tr,Tr,Tr,Tr
262,Gorduras e óleos,"Manteiga, sem sal",13.63,757.54,3169.55,0.40,86.04,213.95,0.00,NA,0.05,3.61,1.43,Tr,7.07,Tr,3.85,5.20,0.04,Tr,1013.09,,,Tr,Tr,Tr,Tr,Tr
263,Gorduras e óleos,"Margarina, com óleo hidrogenado, com sal (65% de lipídeos)",32.23,596.12,2494.16,Tr,67.43,NA,0.00,NA,1.94,5.56,1.13,Tr,7.26,0.09,894.04,21.42,Tr,Tr,462.12,,,Tr,Tr,Tr,Tr,Tr
264,Gorduras e óleos,"Margarina, com óleo hidrogenado, sem sal (80% de lipídeos)",19.59,722.53,3023.05,Tr,81.73,NA,0.00,NA,0.16,2.60,0.54,Tr,3.75,0.05,77.89,1.77,Tr,Tr,534.38,,,Tr,Tr,Tr,Tr,Tr
265,Gorduras e óleos,"Margarina, com óleo interesterificado, com sal (65%de lipídeos)",31.97,594.45,2487.19,Tr,67.25,NA,0.00,NA,1.25,4.54,1.23,Tr,5.97,Tr,560.80,14.71,Tr,Tr,385.39,,,Tr,Tr,Tr,Tr,Tr
266,Gorduras e óleos,"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)",33.37,593.14,2481.69,Tr,67.10,NA,0.00,NA,0.10,4.96,1.15,Tr,7.16,0.08,33.19,4.73,Tr,Tr,245.10,,,Tr,Tr,Tr,Tr,Tr
267,Gorduras e óleos,"Óleo, de babaçu",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
268,Gorduras e óleos,"Óleo, de canola",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
269,Gorduras e óleos,"Óleo, de girassol",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
270,Gorduras e óleos,"Óleo, de milho",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
271,Gorduras e óleos,"Óleo, de pequi",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
272,Gorduras e óleos,"Óleo, de soja",NA,884.00,3698.66,NA,100.00,NA,NA,NA,,,,,,,,,,,NA,,,,,,,
273,Pescados e frutos do mar,"Abadejo, filé, congelado, assado",74.32,111.62,467.00,23.53,1.24,102.80,0.00,NA,1.65,22.61,20.25,Tr,337.86,0.53,334.39,155.64,0.03,0.51,Tr,Tr,Tr,Tr,Tr,Tr,0.44,
274,Pescados e frutos do mar,"Abadejo, filé, congelado,cozido",79.73,91.10,381.18,19.35,0.94,86.86,0.00,NA,0.89,16.73,15.74,Tr,350.70,0.33,189.34,145.67,0.03,0.44,Tr,Tr,Tr,Tr,Tr,Tr,Tr,
275,Pescados e frutos do mar,"Abadejo, filé, congelado, cru",86.42,59.11,247.33,13.08,0.36,31.41,0.00,NA,0.63,10.17,14.50,0.01,90.54,0.11,78.52,148.35,0.14,0.39,Tr,Tr,Tr,0.04,Tr,Tr,4.60,
276,Pescados e frutos do mar,"Abadejo, filé, congelado, grelhado",70.96,129.64,542.43,27.61,1.30,135.85,0.00,NA,1.59,20.17,22.11,Tr,581.13,0.33,305.09,278.64,Tr,0.44,5.69,5.69,5.69,0.03,Tr,Tr,0.44,
277,Pescados e frutos do mar,"Atum, conserva em óleo",64.50,165.91,694.17,26.19,6.00,52.94,0.00,NA,1.53,6.52,29.48,Tr,211.01,1.23,362.15,279.86,0.04,0.59,Tr,Tr,Tr,0.15,0.03,Tr,3.17,
278,Pescados e frutos do mar,"Atum, fresco, cru",73.05,117.50,491.62,25.68,0.87,47.80,0.00,NA,1.31,6.69,32.23,Tr,253.86,1.27,30.30,307.76,0.09,0.40,20.30,20.30,20.00,Tr,0.04,Tr,5.94,
279,Pescados e frutos do mar,"Bacalhau, salgado, cru",47.89,135.89,568.58,29.04,1.32,138.88,0.00,NA,22.50,156.97,49.47,0.03,186.21,0.85,13585.06,433.90,0.09,0.67,Tr,Tr,Tr,Tr,0.21,Tr,*,
280,Pescados e frutos do mar,"Bacalhau, salgado, refogado",65.91,139.66,584.34,23.98,3.61,111.97,1.22,*,5.28,59.12,15.06,Tr,51.34,0.15,1256.28,50.22,0.04,0.56,Tr,Tr,Tr,0.03,0.05,Tr,5.17,Tr
281,Pescados e frutos do mar,"Cação, posta, com farinha de trigo, frita",60.62,208.33,871.66,24.95,9.95,74.91,3.10,0.54,1.37,30.44,25.51,0.06,461.57,1.00,160.03,419.89,Tr,0.55,17.38,17.38,17.38,Tr,Tr,Tr,0.77,
282,Pescados e frutos do mar,"Cação, posta, cozida",75.93,116.01,485.40,25.59,0.75,83.25,0.00,NA,1.18,10.32,21.12,Tr,203.71,0.32,114.91,248.64,0.03,0.61,11.62,11.62,12.00,Tr,0.04,Tr,9.77,
283,Pescados e frutos do mar,"Cação, posta, crua",81.38,83.33,348.67,17.85,0.79,36.13,0.00,NA,1.24,8.70,19.30,0.04,181.45,0.20,176.02,299.02,0.13,0.32,6.00,6.00,6.00,0.04,Tr,Tr,1.31,
284,Pescados e frutos do mar,"Camarão, Rio Grande, grande, cozido",78.71,90.01,376.62,18.97,1.00,240.85,0.00,NA,1.73,89.74,18.91,0.06,265.85,1.28,366.55,101.74,0.17,1.24,Tr,Tr,Tr,Tr,Tr,Tr,1.07,
285,Pescados e frutos do mar,"Camarão, Rio Grande, grande, cru",89.13,47.18,197.42,9.99,0.50,123.99,0.00,NA,0.80,51.12,27.37,0.04,233.92,0.67,201.13,72.01,0.11,0.71,20.00,20.00,20.00,Tr,Tr,Tr,Tr,
286,Pescados e frutos do mar,"Camarão, Sete Barbas, sem cabeça, com casca, frito",61.04,231.25,967.53,18.39,15.62,283.14,2.88,NA,2.07,959.70,73.97,0.38,336.99,2.44,99.06,106.77,0.19,1.10,Tr,Tr,Tr,0.05,Tr,Tr,0.35,
287,Pescados e frutos do mar,"Caranguejo, cozido",77.00,82.72,346.11,18.48,0.42,84.61,0.00,NA,3.55,357.15,52.23,0.07,153.69,2.86,360.11,185.83,0.72,5.65,Tr,Tr,Tr,0.04,0.31,Tr,4.17,Tr
288,Pescados e frutos do mar,"Corimba, cru",75.64,128.16,536.20,17.37,5.99,40.23,-0.03,NA,1.03,40.05,22.77,0.02,190.07,0.50,47.01,316.74,0.03,0.40,Tr,Tr,Tr,Tr,Tr,Tr,1.87,
289,Pescados e frutos do mar,"Corimbatá, assado",59.93,261.45,1093.92,19.90,19.57,80.09,0.00,NA,0.96,22.30,24.21,0.01,220.64,0.97,40.43,326.50,0.03,0.75,Tr,Tr,Tr,0.13,0.06,Tr,2.70,
290,Pescados e frutos do mar,"Corimbatá, cozido",64.56,238.70,998.70,20.13,16.93,74.62,0.00,NA,0.84,64.69,22.83,0.02,185.27,0.62,37.17,253.99,0.05,0.95,Tr,Tr,Tr,Tr,Tr,Tr,2.09,
291,Pescados e frutos do mar,"Corvina de água doce, crua",79.25,101.01,422.62,18.92,2.24,73.11,0.00,NA,1.02,39.43,24.50,0.02,153.82,0.26,45.09,293.02,0.02,0.36,8.12,8.12,8.12,Tr,0.08,Tr,*,
292,Pescados e frutos do mar,"Corvina do mar, crua",79.35,94.00,391.52,18.57,1.58,67.07,0.00,NA,1.08,*,23.75,0.01,183.08,0.38,67.97,338.70,0.03,0.36,65.02,65.02,65.02,0.12,0.05,Tr,2.62,
293,Pescados e frutos do mar,"Corvina grande, assada",69.03,146.53,613.07,26.77,3.57,117.05,0.00,NA,1.35,60.23,24.10,0.03,175.90,0.54,85.35,291.46,0.02,0.67,Tr,Tr,Tr,0.11,0.10,Tr,4.23,
294,Pescados e frutos do mar,"Corvina grande, cozida",73.61,100.08,418.73,23.44,2.56,122.56,0.00,NA,0.90,69.37,22.22,0.02,163.56,0.58,68.39,194.04,0.03,0.69,6.28,6.28,6.28,Tr,0.03,Tr,0.77,
295,Pescados e frutos do mar,"Dourada de água doce, fresca",76.16,131.21,548.98,18.81,5.64,51.99,0.00,NA,1.07,12.13,26.26,0.01,189.27,0.15,40.30,392.51,0.02,0.48,Tr,Tr,Tr,Tr,Tr,Tr,3.70,
296,Pescados e frutos do mar,"Lambari, congelado, cru",71.89,130.84,547.44,16.81,6.55,158.66,0.00,NA,3.57,1181.28,44.69,0.28,696.15,0.91,47.92,244.40,0.09,3.34,4.31,4.31,4.31,0.05,Tr,Tr,3.30,
297,Pescados e frutos do mar,"Lambari, congelado, frito",40.14,326.87,1367.62,28.43,22.78,246.32,0.00,NA,6.17,1881.04,66.29,0.34,1067.28,0.81,64.55,331.17,0.31,5.63,9.45,9.45,9.45,0.25,0.03,0.04,8.93,
298,Pescados e frutos do mar,"Lambari, fresco, cru",72.17,151.60,634.29,15.65,9.40,144.25,0.00,NA,2.21,590.27,31.61,0.41,440.93,0.63,41.11,207.36,0.05,2.42,Tr,Tr,Tr,Tr,0.03,0.07,1.86,
299,Pescados e frutos do mar,"Manjuba, com farinha de trigo, frita",41.31,343.55,1437.42,23.45,22.59,281.76,10.24,0.36,2.41,763.31,46.90,0.36,577.94,3.04,36.52,319.27,0.15,3.77,29.94,29.94,29.94,0.05,0.07,Tr,0.79,
300,Pescados e frutos do mar,"Manjuba, frita",40.68,349.33,1461.58,30.14,24.46,270.34,0.00,NA,4.23,575.03,31.66,0.21,735.43,0.92,40.61,318.18,0.14,3.24,12.07,12.07,12.07,0.03,0.03,Tr,7.27,
301,Pescados e frutos do mar,"Merluza, filé, assado",70.73,121.91,510.07,26.60,0.92,90.97,0.00,NA,1.24,35.91,20.27,0.03,273.20,0.37,119.95,363.57,0.03,0.89,Tr,Tr,Tr,0.05,Tr,Tr,7.97,
302,Pescados e frutos do mar,"Merluza, filé, cru",82.07,89.13,372.92,16.61,2.02,57.18,0.00,NA,1.14,20.40,27.02,0.01,184.57,0.19,79.50,339.53,Tr,0.33,Tr,Tr,Tr,Tr,Tr,Tr,1.34,
303,Pescados e frutos do mar,"Merluza, filé, frito",63.46,191.63,801.77,26.93,8.50,109.10,0.00,NA,1.53,35.63,38.14,0.02,278.93,0.38,89.96,446.62,0.03,0.56,Tr,Tr,Tr,0.05,Tr,Tr,0.77,
304,Pescados e frutos do mar,"Pescada, branca, crua",79.57,110.88,463.91,16.26,4.59,50.77,0.00,NA,0.94,15.74,19.20,0.01,135.85,0.16,76.17,261.40,Tr,0.25,2.77,2.77,2.77,Tr,0.04,Tr,0.60,
305,Pescados e frutos do mar,"Pescada, branca, frita",57.00,223.04,933.20,27.36,11.78,165.44,0.00,NA,3.24,378.27,30.08,0.06,504.10,0.51,107.23,355.15,0.08,1.12,39.35,39.35,39.35,0.08,0.11,Tr,8.07,
306,Pescados e frutos do mar,"Pescada, filé, com farinha de trigo, frito",53.20,283.43,1185.85,21.44,19.12,72.97,5.03,Tr,1.21,26.43,28.40,0.07,216.37,0.94,90.51,216.37,0.03,0.43,17.50,17.50,17.50,Tr,0.03,Tr,0.60,
307,Pescados e frutos do mar,"Pescada, filé, cru",79.52,107.21,448.55,16.65,4.00,64.84,0.00,NA,0.90,13.55,22.80,0.01,141.25,0.17,77.50,253.06,Tr,0.25,47.86,47.86,47.86,Tr,0.05,Tr,3.10,
308,Pescados e frutos do mar,"Pescada, filé, frito",66.80,154.27,645.47,28.59,3.57,80.81,0.00,NA,1.66,10.32,21.12,Tr,203.71,0.32,114.91,248.64,0.03,0.61,4.22,4.22,4.22,0.14,Tr,Tr,8.87,
309,Pescados e frutos do mar,"Pescada, filé, molho escabeche",74.53,141.96,593.95,11.75,8.02,43.40,5.02,0.78,0.68,20.12,18.06,0.08,105.46,1.47,51.29,208.24,0.36,0.29,19.19,,,Tr,0.03,Tr,1.10,6.89
310,Pescados e frutos do mar,"Pescadinha, crua",80.62,76.41,319.69,15.48,1.14,83.61,0.00,NA,2.02,331.60,33.78,0.07,326.82,0.55,120.34,303.83,0.10,0.55,Tr,Tr,Tr,0.08,Tr,Tr,6.60,
311,Pescados e frutos do mar,"Pintado, assado",56.98,191.56,801.48,36.45,3.98,125.96,0.00,NA,2.03,113.54,42.36,0.08,331.80,0.78,80.95,527.15,0.04,2.10,6.57,6.57,6.57,0.03,Tr,Tr,6.63,
312,Pescados e frutos do mar,"Pintado, cru",80.27,91.08,381.09,18.56,1.31,50.30,0.00,NA,1.08,12.00,23.70,0.01,174.47,0.22,43.34,293.65,0.03,0.39,Tr,Tr,Tr,Tr,Tr,Tr,4.95,
313,Pescados e frutos do mar,"Pintado, grelhado",65.49,152.19,636.76,30.80,2.29,99.30,0.00,NA,1.57,68.98,26.74,0.03,237.29,0.48,53.09,360.15,0.04,0.76,5.13,5.13,5.13,0.03,Tr,Tr,2.87,
314,Pescados e frutos do mar,"Porquinho, cru",79.17,93.02,389.21,20.49,0.61,48.61,0.00,NA,1.26,25.88,24.35,0.05,207.30,0.39,66.73,313.42,0.04,0.66,4.65,4.65,4.65,Tr,Tr,Tr,1.19,
315,Pescados e frutos do mar,"Salmão, filé, com pele, fresco,  grelhado",60.93,228.73,957.01,23.92,14.04,85.31,0.00,NA,1.29,28.76,27.79,0.02,299.72,0.54,85.14,383.94,0.04,0.56,Tr,Tr,Tr,0.13,0.06,Tr,5.35,
316,Pescados e frutos do mar,"Salmão, sem pele, fresco, cru",68.98,169.78,710.37,19.25,9.71,53.03,0.00,NA,1.22,8.75,27.42,Tr,258.80,0.24,64.24,376.50,0.02,0.34,Tr,Tr,Tr,0.20,0.03,Tr,3.21,
317,Pescados e frutos do mar,"Salmão, sem pele, fresco, grelhado",58.13,242.71,1015.48,26.14,14.53,72.82,0.00,NA,1.61,15.09,37.86,0.01,352.16,0.37,95.81,517.90,0.04,0.50,Tr,Tr,Tr,0.23,0.03,Tr,6.30,
318,Pescados e frutos do mar,"Sardinha, assada",60.08,164.35,687.64,32.18,2.99,108.99,0.00,NA,4.35,437.73,51.36,0.24,577.78,1.25,74.47,574.34,0.14,1.82,Tr,Tr,Tr,0.06,Tr,Tr,5.83,
319,Pescados e frutos do mar,"Sardinha, conserva em óleo",55.14,284.98,1192.36,15.94,24.05,72.57,0.00,NA,2.86,550.24,35.27,0.11,496.37,3.54,665.84,367.13,0.03,1.64,Tr,Tr,Tr,0.42,0.04,Tr,6.55,
320,Pescados e frutos do mar,"Sardinha, frita",48.49,257.04,1075.46,33.38,12.69,102.87,0.00,NA,4.30,482.07,38.83,0.25,628.76,1.12,60.10,459.94,0.14,1.64,Tr,Tr,Tr,0.06,Tr,Tr,7.10,
321,Pescados e frutos do mar,"Sardinha, inteira, crua",76.64,113.90,476.56,21.08,2.65,60.50,0.00,NA,1.60,167.33,28.53,0.10,293.90,1.34,60.39,312.37,0.13,1.29,Tr,Tr,Tr,Tr,0.07,Tr,7.70,
322,Pescados e frutos do mar,"Tucunaré, filé, congelado, cru",79.88,87.69,366.88,17.96,1.22,46.90,-0.05,NA,0.98,19.22,25.64,0.01,167.87,0.27,56.55,288.06,0.10,0.44,Tr,Tr,Tr,Tr,0.05,Tr,0.90,
323,Carnes e derivados,Apresuntado,73.72,128.86,539.14,13.45,6.69,37.67,2.86,NA,3.28,22.58,15.26,0.04,225.39,0.88,942.93,270.07,0.03,1.65,Tr,,,0.62,0.04,Tr,0.70,Tr
324,Carnes e derivados,"Caldo de carne, tablete",2.93,240.62,1006.77,7.82,16.57,Tr,15.05,0.58,57.63,129.03,22.06,0.02,123.04,Tr,22179.67,218.15,Tr,Tr,Tr, ,,0.70,0.07,0.27,Tr,
325,Carnes e derivados,"Caldo de galinha, tablete",3.38,251.45,1052.05,6.28,20.42,2.11,10.65,11.81,59.28,16.36,12.79,0.13,48.06,0.69,22299.90,68.03,Tr,0.26,Tr, , ,0.05,0.04,Tr,*,
326,Carnes e derivados,"Carne, bovina, acém, moído, cozido",61.62,212.42,888.77,26.69,10.92,103.13,0.00,NA,0.84,4.03,17.07,0.01,164.44,2.65,52.36,255.71,0.06,8.10,Tr,Tr,Tr,Tr,0.32,Tr,1.76,
327,Carnes e derivados,"Carne, bovina, acém, moído, cru",72.70,136.56,571.38,19.42,5.95,57.94,0.00,NA,0.93,2.61,14.14,Tr,157.61,1.76,48.61,237.30,0.08,6.33,2.32,2.32,2.32,0.15,0.21,0.03,4.33,
328,Carnes e derivados,"Carne, bovina, acém, sem gordura, cozido",60.38,214.61,897.93,27.27,10.88,106.75,0.00,NA,0.83,7.11,14.44,Tr,164.20,2.37,56.17,254.42,0.07,7.97,Tr,Tr,Tr,Tr,0.04,0.07,1.63,
329,Carnes e derivados,"Carne, bovina, acém, sem gordura, cru",71.52,144.03,602.62,20.82,6.11,53.37,0.00,NA,0.96,4.72,13.28,Tr,144.19,1.51,49.85,233.65,0.04,5.21,2.17,2.17,2.17,0.12,0.12,Tr,2.33,
330,Carnes e derivados,"Carne, bovina, almôndegas, cruas",64.28,189.26,791.85,12.31,11.20,33.60,9.79,*,2.41,22.23,23.75,0.17,144.93,1.56,621.25,328.24,0.15,2.33,Tr, , ,0.11,0.04,Tr,2.20, 
331,Carnes e derivados,"Carne, bovina, almôndegas, fritas",48.09,271.81,1137.27,18.16,15.78,36.38,14.29,*,3.69,26.76,48.12,0.41,244.30,1.91,1030.26,536.10,0.19,2.61,Tr, , ,0.13,0.07,Tr,6.60,
332,Carnes e derivados,"Carne, bovina, bucho, cozido",74.12,133.02,556.57,21.64,4.50,245.47,0.00,NA,0.32,13.21,7.41,0.01,62.63,0.58,38.20,69.81,0.05,2.49,Tr,Tr,Tr,Tr,Tr,Tr,2.18,
